"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"478","Glycolipid Transport (GO:0046836)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"PLTP"
"479","Intracellular Water Homeostasis (GO:0009992)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"FLNB"
"480","Lipid Droplet Disassembly (GO:1905691)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"PRKAA2"
"481","Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"SALL1"
"482","Morphogenesis Of An Endothelium (GO:0003159)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"RHOB"
"483","Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"BACE2"
"484","Negative Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010667)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"HAND2"
"485","Negative Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070100)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"SLIT1"
"486","Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"HDAC9"
"487","Negative Regulation Of Monocyte Chemotaxis (GO:0090027)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"DUSP1"
"488","Negative Regulation Of Nervous System Process (GO:0031645)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"TNFRSF21"
"489","Nephron Tubule Development (GO:0072080)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"TFAP2B"
"490","Pexophagy (GO:0000425)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"SQSTM1"
"491","Phagosome Acidification (GO:0090383)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"RAB38"
"492","Plasma Membrane Raft Assembly (GO:0044854)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"EMP2"
"493","Plasma Membrane Raft Organization (GO:0044857)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"EMP2"
"494","Positive Regulation Of Endothelial Cell Development (GO:1901552)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"CLDN5"
"495","Positive Regulation Of Epithelial Cell Differentiation Involved In Kidney Development (GO:2000698)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"LHX1"
"496","Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"CLDN5"
"497","Positive Regulation Of Gap Junction Assembly (GO:1903598)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"CNTNAP2"
"498","Protein Import (GO:0017038)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"CLU"
"499","Protein Targeting To Vacuole Involved In Autophagy (GO:0071211)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"SQSTM1"
"500","Regulation Of cGMP-mediated Signaling (GO:0010752)","1/5",0.0767844317746312,0.307046136212869,0,0,15.568829113924,39.9613446051612,"THBS1"
"501","Regulation Of Establishment Of Planar Polarity (GO:0090175)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"SAPCD2;WNT5A"
"502","Cardiac Muscle Cell Action Potential (GO:0086001)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"DMD;SLC8A1"
"503","Lipid Droplet Organization (GO:0034389)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"PRKAA2;RNF213"
"504","mRNA Splice Site Recognition (GO:0006376)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"CELF2;CELF3"
"505","Morphogenesis Of An Epithelium (GO:0002009)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"LHX1;VCL"
"506","Negative Regulation Of DNA Binding (GO:0043392)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"NFKBIA;SP100"
"507","Peptidyl-Tyrosine Dephosphorylation (GO:0035335)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"DUSP1;DUSP6"
"508","Positive Regulation Of Dephosphorylation (GO:0035306)","2/29",0.0768371611803633,0.307046136212869,0,0,4.62222222222222,11.8609313856552,"CDCA2;CALM2"
"509","Regulation Of Protein Secretion (GO:0050708)","4/102",0.0790837164676856,0.307768977958755,0,0,2.5539544891439,6.48001664877546,"TFAP2B;TGFB2;ANKRD1;TTN"
"510","Actin Filament Organization (GO:0007015)","5/144",0.0794019345547228,0.307768977958755,0,0,2.25327430363402,5.70806780183516,"GAS2L3;RFLNB;TAGLN2;EMP2;TTN"
"511","Proteolysis (GO:0006508)","9/330",0.0808297276866785,0.307768977958755,0,0,1.7625318606627,4.43349108580669,"BACE2;FBXO2;MMP23B;ADAM12;HTRA1;CXCR4;AEBP1;NLRP1;CTSB"
"512","Phosphorylation (GO:0016310)","11/429",0.0810098257723996,0.307768977958755,0,0,1.65677674578603,4.16378617730503,"ZAP70;NUAK1;TGFB2;CDK6;PRKAA2;CDK1;CCL2;NEK2;VRK1;TNIK;EPHB1"
"513","Response To Metal Ion (GO:0010038)","3/64",0.0811922837953983,0.307768977958755,0,0,3.07330061605931,7.71685827747843,"THBS1;CALM2;TTN"
"514","Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)","3/64",0.0811922837953983,0.307768977958755,0,0,3.07330061605931,7.71685827747843,"PERP;PMAIP1;SOX7"
"515","Positive Regulation Of Interleukin-1 Production (GO:0032732)","3/64",0.0811922837953983,0.307768977958755,0,0,3.07330061605931,7.71685827747843,"WNT5A;S100A13;NLRP1"
"516","Positive Regulation Of Protein Kinase Activity (GO:0045860)","5/145",0.0812300740271005,0.307768977958755,0,0,2.23706501831502,5.61608401384741,"PRNP;TGFB2;EMP2;CLU;CALM2"
"517","Artery Morphogenesis (GO:0048844)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"TFAP2B;TGFB2"
"518","Regulation Of Potassium Ion Transport (GO:0043266)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"CASQ2;ANK3"
"519","Regulation Of Vasculature Development (GO:1901342)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"SP100;EMP2"
"520","Homologous Chromosome Pairing At Meiosis (GO:0007129)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"FANCD2;MND1"
"521","Positive Regulation Of Locomotion (GO:0040017)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"CAVIN1;THBS1"
"522","Prostaglandin Metabolic Process (GO:0006693)","2/30",0.081492013880858,0.307768977958755,0,0,4.45691609977324,11.1746040175462,"AKR1C1;PTGR1"
"523","Intracellular Monoatomic Cation Homeostasis (GO:0030003)","6/190",0.082499577006712,0.307768977958755,0,0,2.04449182161331,5.10092963494874,"PRNP;CASQ2;ATP1A3;CP;SLC8A1;TRDN"
"524","Canonical Wnt Signaling Pathway (GO:0060070)","3/65",0.0841687743119806,0.307768977958755,0,0,3.02357715224985,7.48314566530107,"FRZB;WNT5A;NID1"
"525","Neuron Projection Development (GO:0031175)","6/192",0.0857303427360093,0.307768977958755,0,0,2.02230059122498,4.9678793998874,"CNTNAP2;NPY;LAMB1;TNIK;EPHB1;NEUROG2"
"526","Negative Regulation Of MAPK Cascade (GO:0043409)","4/105",0.0858415905162003,0.307768977958755,0,0,2.47771486413817,6.08341351332218,"DUSP1;SPRY4;DUSP26;DUSP6"
"527","Regulation Of Macrophage Activation (GO:0043030)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"WNT5A;THBS1"
"528","Regulation Of Protein Autophosphorylation (GO:0031952)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"MVP;CALM2"
"529","Cardiac Muscle Tissue Morphogenesis (GO:0055008)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"ANKRD1;TTN"
"530","Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"TFAP2B;DKK3"
"531","Negative Chemotaxis (GO:0050919)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"SLIT1;UNC5C"
"532","Positive Regulation Of Cholesterol Transport (GO:0032376)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"NFKBIA;PLTP"
"533","Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"PMAIP1;THBS1"
"534","Positive Regulation Of Mononuclear Cell Migration (GO:0071677)","2/31",0.0862314231891042,0.307768977958755,0,0,4.30301039956212,10.5454763555202,"CXCL10;CD47"
"535","Defense Response To Symbiont (GO:0140546)","5/148",0.0868480360516052,0.307768977958755,0,0,2.18979738210507,5.35097880909575,"DDIT4;IFIT5;IFI6;PMAIP1;NLRP1"
"536","Regulation Of Signal Transduction (GO:0009966)","6/193",0.0873716127423809,0.307768977958755,0,0,2.01138298055264,4.9029166730514,"PRNP;SP100;DOK5;MFNG;GAS1;CLU"
"537","Negative Regulation Of Gene Expression (GO:0010629)","9/336",0.0879939946204265,0.307768977958755,0,0,1.72965566543548,4.20390510734058,"CLDN5;TGFB2;RGCC;PRKAA2;KRT17;ID2;HAND2;HDAC9;PHF19"
"538","Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)","4/106",0.0881548895890312,0.307768977958755,0,0,2.45329825220823,5.95822709453709,"RRM1;RGCC;ID2;CCL2"
"539","Negative Regulation Of Protein Phosphorylation (GO:0001933)","5/149",0.0887648792162326,0.307768977958755,0,0,2.17447916666667,5.2660758245687,"PRNP;MVP;PMEPA1;DMD;CALM2"
"540","DNA Metabolic Process (GO:0006259)","8/288",0.0888496324835008,0.307768977958755,0,0,1.79408229311142,4.34313210617959,"FAM111B;SP100;RRM1;CDC45;MCM8;UBE2T;CDK1;RBMS1"
"541","Positive Regulation Of Multicellular Organismal Process (GO:0051240)","10/387",0.0897152302040087,0.307768977958755,0,0,1.66806348767485,4.02189245216839,"TGFB2;DAB2;FOXD1;RGCC;SCD;LHX1;WNT5A;S100A13;EBF2;CXCR4"
"542","Positive Regulation Of T Cell Activation (GO:0050870)","4/107",0.0904981102927733,0.307768977958755,0,0,2.42935574924781,5.83634816648933,"ZAP70;CCL2;CD47;IL6ST"
"543","Positive Regulation Of Autophagy (GO:0010508)","4/107",0.0904981102927733,0.307768977958755,0,0,2.42935574924781,5.83634816648933,"PRKAA2;SESN3;SQSTM1;OPTN"
"544","'De Novo' Post-Translational Protein Folding (GO:0051084)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"SDF2L1;HSPA2"
"545","Regulation Of Cholesterol Efflux (GO:0010874)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"NFKBIA;PLTP"
"546","Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"CDC20;DTX3L"
"547","Chromosome Condensation (GO:0030261)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"SMC2;TTN"
"548","Positive Regulation Of Synapse Assembly (GO:0051965)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"SLITRK6;EPHB1"
"549","Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)","2/32",0.0910515595206936,0.307768977958755,0,0,4.15936507936508,9.96720859532015,"DMD;CALM2"
"550","CENP-A Containing Chromatin Assembly (GO:0034080)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HJURP"
"551","Regulation Of Cortisol Biosynthetic Process (GO:2000064)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DKK3"
"552","Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor (GO:2000544)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"FGF18"
"553","Regulation Of Extracellular Matrix Assembly (GO:1901201)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"RGCC"
"554","Regulation Of Glial Cell Differentiation (GO:0045685)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TNFRSF21"
"555","Adult Feeding Behavior (GO:0008343)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"NPY"
"556","Aggrephagy (GO:0035973)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SQSTM1"
"557","Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"NUAK1"
"558","Axon Extension Involved In Axon Guidance (GO:0048846)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SLIT1"
"559","Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SLC15A3"
"560","Regulation Of Phospholipid Transport (GO:2001138)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TSPO"
"561","Regulation Of Skeletal Muscle Contraction (GO:0014819)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DMD"
"562","Regulation Of Striated Muscle Cell Differentiation (GO:0051153)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HDAC9"
"563","Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"THBS1"
"564","Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TGFB2"
"565","Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TRDN"
"566","Chromatin Remodeling At Centromere (GO:0031055)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HJURP"
"567","Dense Core Granule Cytoskeletal Transport (GO:0099519)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SYT4"
"568","Detection Of Muscle Stretch (GO:0035995)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TTN"
"569","Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"EPHB1"
"570","Skeletal Muscle Thin Filament Assembly (GO:0030240)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TTN"
"571","Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SALL1"
"572","Gland Morphogenesis (GO:0022612)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TGFB2"
"573","Type B Pancreatic Cell Development (GO:0003323)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"CDK6"
"574","Vascular Associated Smooth Muscle Contraction (GO:0014829)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SLC8A1"
"575","Vitamin A Metabolic Process (GO:0006776)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"LRAT"
"576","Hyaluronan Biosynthetic Process (GO:0030213)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HAS2"
"577","Locomotor Rhythm (GO:0045475)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"ID2"
"578","Macrophage Derived Foam Cell Differentiation (GO:0010742)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"WNT5A"
"579","Marginal Zone B Cell Differentiation (GO:0002315)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"MFNG"
"580","Mitotic Nuclear Membrane Disassembly (GO:0007077)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"VRK1"
"581","Negative Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903588)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"THBS1"
"582","Negative Regulation Of Catecholamine Secretion (GO:0033604)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SYT4"
"583","Negative Regulation Of Epidermal Cell Differentiation (GO:0045605)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"REG3G"
"584","Negative Regulation Of p38MAPK Cascade (GO:1903753)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DUSP1"
"585","Negative Regulation Of Plasminogen Activation (GO:0010757)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"THBS1"
"586","Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"CYP26A1"
"587","Neuron Projection Extension Involved In Neuron Projection Guidance (GO:1902284)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SLIT1"
"588","Neurotrophin TRK Receptor Signaling Pathway (GO:0048011)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DDIT4"
"589","Noradrenergic Neuron Differentiation (GO:0003357)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HAND2"
"590","Norepinephrine Biosynthetic Process (GO:0042421)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"HAND2"
"591","Pharyngeal Arch Artery Morphogenesis (GO:0061626)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TGFB2"
"592","Positive Regulation Of Blood Circulation (GO:1903524)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TGFB2"
"593","Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"PMAIP1"
"594","Positive Regulation Of Gastrulation (GO:2000543)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"LHX1"
"595","Positive Regulation Of Kidney Development (GO:0090184)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"FOXD1"
"596","Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"OPTN"
"597","Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"FABP3"
"598","Positive Regulation Of Receptor Catabolic Process (GO:2000646)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DTX3L"
"599","Positive Regulation Of Spindle Assembly (GO:1905832)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"SPAG5"
"600","Positive Regulation Of Synaptic Plasticity (GO:0031915)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"CDC20"
"601","Regulation Of Aldosterone Biosynthetic Process (GO:0032347)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"DKK3"
"602","Regulation Of Anion Channel Activity (GO:0010359)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"PRNP"
"603","Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036)","1/6",0.0914210313838074,0.307768977958755,0,0,12.4544303797468,29.7944812754746,"TRDN"
"604","Positive Regulation Of Protein Metabolic Process (GO:0051247)","6/196",0.0923983864256596,0.310544245768359,0,0,1.97931968184126,4.71403833469668,"NFKBIA;PERP;WNT5A;VIM;CLU;THBS1"
"605","Lipid Transport (GO:0006869)","4/108",0.0928709918190387,0.311616716351485,0,0,2.40587367903662,5.71766449692686,"FABP3;AKR1C1;PLTP;APOL2"
"606","Cell-Cell Junction Organization (GO:0045216)","3/68",0.0933719033477794,0.311751585190777,0,0,2.88358647721705,6.83745875164073,"CLDN5;TGFB2;MARVELD3"
"607","Skin Development (GO:0043588)","3/68",0.0933719033477794,0.311751585190777,0,0,2.88358647721705,6.83745875164073,"COL5A3;WNT5A;DACT2"
"608","Intermediate Filament Organization (GO:0045109)","3/68",0.0933719033477794,0.311751585190777,0,0,2.88358647721705,6.83745875164073,"KRT17;NEFL;VIM"
"609","Cellular Response To Organic Cyclic Compound (GO:0071407)","5/152",0.0946464795806434,0.315488265268811,0,0,2.12977498691784,5.02117155735606,"ATP1A3;CCL2;ADCY2;NR3C1;CLU"
"610","Extracellular Structure Organization (GO:0043062)","4/109",0.0952732660666274,0.315682084838277,0,0,2.38283888635326,5.60206859423339,"MMP11;COL5A3;MMP23B;MATN3"
"611","Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"WNT5A;USP18"
"612","Epithelial Tube Morphogenesis (GO:0060562)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"LHX1;RHOB"
"613","Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"RGCC;THBS1"
"614","Positive Regulation Of Notch Signaling Pathway (GO:0045747)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"TGFB2;IL6ST"
"615","Positive Regulation Of Chromosome Organization (GO:2001252)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"CDK1;SMC2"
"616","Positive Regulation Of Protein Dephosphorylation (GO:0035307)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"CDCA2;CALM2"
"617","Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)","2/33",0.0959486927808951,0.315682084838277,0,0,4.02498719918075,9.43433525997167,"PRKAA2;PMAIP1"
"618","Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)","3/69",0.0965282542585522,0.316263755482838,0,0,2.83975101331789,6.63910933519871,"NTRK2;TGFB2;UNC5B"
"619","External Encapsulating Structure Organization (GO:0045229)","4/110",0.0977046578434753,0.316263755482838,0,0,2.36023871239978,5.48945746756468,"MMP11;COL5A3;MMP23B;MATN3"
"620","Sulfur Compound Biosynthetic Process (GO:0044272)","3/70",0.0997276141094149,0.316263755482838,0,0,2.79722407072916,6.4484760864762,"ANGPT1;DSE;NDST3"
"621","Positive Regulation Of Protein Transport (GO:0051222)","3/70",0.0997276141094149,0.316263755482838,0,0,2.79722407072916,6.4484760864762,"TGFB2;ANKRD1;TTN"
"622","Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","17/763",0.100450361982548,0.316263755482838,0,0,1.43846738159071,3.3057297836625,"OSR2;TFAP2B;IRX2;SP100;PRDM6;FHL2;PAX6;AEBP1;ASCL1;NR3C1;DUSP26;HDAC9;SOX3;DAB2;SALL1;ID2;ATF3"
"623","Apoptotic Mitochondrial Changes (GO:0008637)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"IFI6;CLU"
"624","Cellular Response To Amyloid-Beta (GO:1904646)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"PRNP;ATP1A3"
"625","Cellular Response To Hydrogen Peroxide (GO:0070301)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"CLU;RHOB"
"626","Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"GAS1;VEGFD"
"627","Embryonic Skeletal System Development (GO:0048706)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"OSR2;WNT5A"
"628","Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"TGFB2;SPRY4"
"629","Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"PRKAA2;PMAIP1"
"630","Regulation Of DNA Biosynthetic Process (GO:2000278)","2/34",0.10091919014349,0.316263755482838,0,0,3.89900793650794,8.94212196860458,"RGCC;ANKRD1"
"631","Cell-Cell Junction Assembly (GO:0007043)","3/71",0.102969184007242,0.316263755482838,0,0,2.7559479205695,6.26516673938122,"CLDN5;CD9;VCL"
"632","Synapse Assembly (GO:0007416)","3/71",0.102969184007242,0.316263755482838,0,0,2.7559479205695,6.26516673938122,"WNT5A;LGI2;SLITRK6"
"633","Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)","3/71",0.102969184007242,0.316263755482838,0,0,2.7559479205695,6.26516673938122,"CDK6;EMP2;FBLN2"
"634","Protein Autoubiquitination (GO:0051865)","3/71",0.102969184007242,0.316263755482838,0,0,2.7559479205695,6.26516673938122,"RNF213;DTX3L;UBE2T"
"635","Positive Regulation Of Cellular Component Organization (GO:0051130)","4/113",0.105170684968007,0.316263755482838,0,0,2.29492628308468,5.16856568181348,"CDC20;TGFB2;DAB2;CLU"
"636","Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099)","1/7",0.105826305561309,0.316263755482838,0,0,10.378164556962,23.3089025712388,"SLIT1"
"637","Regulation Of Chromosome Condensation (GO:0060623)","1/7",0.105826305561309,0.316263755482838,0,0,10.378164556962,23.3089025712388,"SMC2"
"638","Regulation Of Collateral Sprouting (GO:0048670)","1/7",0.105826305561309,0.316263755482838,0,0,10.378164556962,23.3089025712388,"DCC"
"639","Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)","1/7",0.105826305561309,0.316263755482838,0,0,10.378164556962,23.3089025712388,"CALM2"
"640","Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)","1/7",0.105826305561309,0.316263755482838,0,0,10.378164556962,23.3089025712388,"TGFB2"
