"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"179","Cortisol synthesis and secretion","1/65",0.646608305595643,0.774072561258137,0,0,0.970085047468354,0.422971213617371,"ADCY2"
"180","Inflammatory bowel disease (IBD)","1/65",0.646608305595643,0.774072561258137,0,0,0.970085047468354,0.422971213617371,"TGFB2"
"181","Acute myeloid leukemia","1/66",0.652227806245282,0.774072561258137,0,0,0.955111976630964,0.408177974296194,"DUSP6"
"182","Non-small cell lung cancer","1/66",0.652227806245282,0.774072561258137,0,0,0.955111976630964,0.408177974296194,"CDK6"
"183","Amphetamine addiction","1/68",0.663200968773371,0.778540267690479,0,0,0.926506706971472,0.380495193547641,"CALM2"
"184","Staphylococcus aureus infection","1/68",0.663200968773371,0.778540267690479,0,0,0.926506706971472,0.380495193547641,"CFI"
"185","Renal cell carcinoma","1/69",0.668557423981952,0.780585965297847,0,0,0.912835070737156,0.367537510603931,"TGFB2"
"186","Prolactin signaling pathway","1/70",0.673828954041935,0.781854384942978,0,0,0.899559713813979,0.355127264165956,"SHC2"
"187","B cell receptor signaling pathway","1/71",0.679016901253669,0.781854384942978,0,0,0.886663652802893,0.343235710809936,"NFKBIA"
"188","Retrograde endocannabinoid signaling","2/148",0.683099592916383,0.781854384942978,0,0,0.849619482496195,0.323802400421835,"ADCY2;GNG11"
"189","Adherens junction","1/72",0.684122586825106,0.781854384942978,0,0,0.874130861116063,0.33183594639776,"VCL"
"190","Inositol phosphate metabolism","1/74",0.694092353516387,0.784292203424033,0,0,0.850095370209815,0.310412539589396,"INPP4B"
"191","Metabolism of xenobiotics by cytochrome P450","1/74",0.694092353516387,0.784292203424033,0,0,0.850095370209815,0.310412539589396,"AKR1C1"
"192","Phagosome","2/152",0.697148625265807,0.784292203424033,0,0,0.826793650793651,0.2982713120651,"TUBA1B;THBS1"
"193","Pertussis","1/76",0.703748412535301,0.787614803666451,0,0,0.827341772151899,0.290673588093082,"CALM2"
"194","Synaptic vesicle cycle","1/78",0.713100604715791,0.793967683601087,0,0,0.805770179187901,0.272457301011054,"SYT1"
"195","Wnt signaling pathway","2/158",0.717253636661344,0.794496335994104,0,0,0.794749694749695,0.264115791429205,"WNT5A;NKD2"
"196","Necroptosis","2/162",0.730026283650507,0.802051087779224,0,0,0.774722222222222,0.243785514227422,"SQSTM1;HIST2H2AC"
"197","Hepatitis B","2/163",0.733142178012083,0.802051087779224,0,0,0.76987084688948,0.238979942901398,"NFKBIA;TGFB2"
"198","Taste transduction","1/83",0.735213497130956,0.802051087779224,0,0,0.756444890398271,0.232678174116589,"PDE1A"
"199","Protein processing in endoplasmic reticulum","2/165",0.739282498369339,0.802437284662197,0,0,0.760346674457104,0.229681843300396,"FBXO2;HSPA2"
"200","ErbB signaling pathway","1/85",0.743575294480123,0.803061318038533,0,0,0.738358951175407,0.218764864883155,"SHC2"
"201","Alzheimer disease","2/171",0.756985048498674,0.813476470028426,0,0,0.733126702357472,0.204111107773196,"BACE2;CALM2"
"202","mRNA surveillance pathway","1/91",0.767113944572101,0.820280257562247,0,0,0.688924050632911,0.182647495999539,"PPP2R2B"
"203","Tuberculosis","2/179",0.778969405212595,0.826774624997347,0,0,0.699704062415927,0.174774535496644,"TGFB2;CALM2"
"204","Glycerophospholipid metabolism","1/97",0.788498021988211,0.826774624997347,0,0,0.645668512658228,0.153427226421937,"PLPP4"
"205","Hematopoietic cell lineage","1/97",0.788498021988211,0.826774624997347,0,0,0.645668512658228,0.153427226421937,"CD9"
"206","Prostate cancer","1/97",0.788498021988211,0.826774624997347,0,0,0.645668512658228,0.153427226421937,"NFKBIA"
"207","HIF-1 signaling pathway","1/100",0.798444267363207,0.833159235509433,0,0,0.626006904487917,0.140907963259693,"ANGPT1"
"208","Parathyroid hormone synthesis, secretion and action","1/106",0.816959543545161,0.848381064450744,0,0,0.59005424954792,0.11928873255317,"ADCY2"
"209","Sphingolipid signaling pathway","1/119",0.851463637152812,0.879981558014389,0,0,0.524699635271401,0.0843709060385186,"PPP2R2B"
"210","Platelet activation","1/124",0.862934922611764,0.887590206114957,0,0,0.503241741278172,0.0741858840649622,"ADCY2"
"211","Spliceosome","1/134",0.883295271486665,0.900312741181013,0,0,0.465166079756353,0.0577251281838401,"HSPA2"
"212","Thermogenesis","2/231",0.883640283010995,0.900312741181013,0,0,0.539377555971442,0.0667238185932168,"PRKAA2;ADCY2"
"213","Herpes simplex virus 1 infection","5/492",0.893074402790297,0.905652915505653,0,0,0.631680092665719,0.0714337857066072,"NFKBIA;SP100;CCL2;TMEM173;TAPBP"
"214","Non-alcoholic fatty liver disease (NAFLD)","1/149",0.908322058228,0.916811049426393,0,0,0.417700136845706,0.0401644886370926,"PRKAA2"
"215","JAK-STAT signaling pathway","1/162",0.925637557596204,0.929942848561768,0,0,0.383717273370548,0.029650803535363,"IL6ST"
"216","Olfactory transduction","3/444",0.973238866580514,0.973238866580514,0,0,0.416872481476667,0.0113079712028249,"PDE1A;CALM2;SLC8A1"
